Rk_x,Player,Age_x,Team,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Player-additional_x,Rk_y,Age_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards_y,Player-additional_y
405,Kyle Anderson,29.0,MIN,PF,69.0,46.0,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,,anderky01,405,29.0,PF,69.0,46.0,1957.0,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2,,anderky01
406,Kyle Kuzma,27.0,WAS,PF,64.0,64.0,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,,kuzmaky01,406,27.0,PF,64.0,64.0,2239.0,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1.0,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2,,kuzmaky01
407,Kyle Lowry,36.0,MIA,PG,55.0,44.0,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,,lowryky01,407,36.0,PG,55.0,44.0,1718.0,12.6,0.565,0.639,0.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,1.5,1.9,3.4,0.096,-0.7,0.8,0.2,0.9,,lowryky01
408,Kyrie Irving,30.0,BRK,PG,40.0,40.0,37.0,10.0,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,,irvinky01,409,30.0,PG,40.0,40.0,1478.0,21.6,0.604,0.425,0.219,3.0,12.3,7.8,24.1,1.4,1.9,9.2,29.7,2.9,1.4,4.3,0.14,4.6,-0.8,3.8,2.2,,irvinky01
409,Kyrie Irving,30.0,DAL,SG,20.0,20.0,38.2,9.8,19.2,0.51,2.9,7.4,0.392,6.9,11.8,0.585,0.586,4.5,4.7,0.947,1.1,4.0,5.0,6.0,1.3,0.6,1.9,2.8,27.0,,irvinky01,410,30.0,SG,20.0,20.0,763.0,24.0,0.634,0.385,0.245,3.2,12.2,7.6,27.8,1.6,1.4,8.0,27.4,2.5,0.6,3.1,0.198,5.3,-0.4,4.9,1.3,,irvinky01
410,Kyrie Irving,30.0,2TM,SG,60.0,60.0,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,CPOY-12AS,irvinky01,408,30.0,SG,60.0,60.0,2241.0,22.4,0.613,0.412,0.227,3.0,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2.0,7.4,0.159,4.8,-0.7,4.1,3.5,CPOY-12AS,irvinky01
411,LaMelo Ball,21.0,CHO,PG,36.0,36.0,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,,ballla01,411,21.0,PG,36.0,36.0,1268.0,17.9,0.541,0.531,0.169,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30.0,0.6,1.2,1.8,0.068,3.2,-0.8,2.4,1.4,,ballla01
412,Lamar Stevens,25.0,CLE,SF,62.0,25.0,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,,stevela01,412,25.0,SF,62.0,25.0,1120.0,9.5,0.524,0.33,0.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,-3.0,0.2,-2.8,-0.2,,stevela01
413,Landry Shamet,25.0,PHO,SG,40.0,9.0,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,,shamela01,413,25.0,SG,40.0,9.0,807.0,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10.0,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1,,shamela01
414,Larry Nance Jr.,30.0,NOP,C,65.0,1.0,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4.0,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,,nancela02,414,30.0,C,65.0,1.0,1381.0,16.0,0.649,0.138,0.259,8.7,20.3,14.5,11.7,2.0,2.6,11.0,11.9,2.8,2.1,4.9,0.171,0.0,2.0,2.0,1.4,,nancela02
415,Lauri Markkanen,25.0,UTA,PF,66.0,66.0,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,MIP-1AS,markkla01,415,25.0,PF,66.0,66.0,2273.0,22.1,0.64,0.446,0.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,6.3,1.9,8.2,0.173,4.9,-1.0,3.8,3.3,MIP-1AS,markkla01
416,LeBron James,38.0,LAL,PF,55.0,54.0,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,ASNBA3,jamesle01,416,38.0,PF,55.0,54.0,1954.0,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4.0,ASNBA3,jamesle01
417,League Average,,,,,,,,,0.475,,,0.361,,,0.548,0.545,,,0.782,,,,,,,,,,,-9999,417,,,,,,,0.581,0.387,0.266,4.8,15.2,10.0,15.4,1.5,1.7,12.0,19.9,,,,,,,,,,-9999
418,Leandro Bolmaro,22.0,UTA,SF,14.0,0.0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,,bolmale01,418,22.0,SF,14.0,0.0,68.0,-5.0,0.15,0.2,0.0,6.5,4.7,5.6,12.3,2.1,1.2,25.9,16.6,-0.4,0.0,-0.3,-0.231,-12.4,-2.3,-14.7,-0.2,,bolmale01
419,Lester Quiñones,22.0,GSW,SG,4.0,0.0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,,quinole01,419,22.0,SG,4.0,0.0,18.0,8.6,0.654,0.8,1.2,6.2,12.0,9.2,14.2,2.6,0.0,39.6,29.4,-0.1,0.0,0.0,-0.103,-6.4,-3.7,-10.2,0.0,,quinole01
420,Lindell Wigginton,24.0,MIL,PG,7.0,1.0,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,,wiggili01,420,24.0,PG,7.0,1.0,87.0,11.8,0.61,0.486,0.243,0.0,8.1,4.2,23.8,0.0,1.9,22.7,25.6,0.0,0.1,0.1,0.028,-3.1,-3.6,-6.7,-0.1,,wiggili01
421,Lindy Waters III,25.0,OKC,SG,41.0,0.0,13.0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,,waterli01,421,25.0,SG,41.0,0.0,531.0,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7.0,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,,waterli01
422,Lonnie Walker IV,24.0,LAL,SG,56.0,32.0,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,,walkelo01,422,24.0,SG,56.0,32.0,1297.0,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7.0,1.1,1.1,7.4,20.2,0.8,1.0,1.8,0.066,-0.9,-0.5,-1.4,0.2,,walkelo01
423,Louis King,23.0,PHI,PF,1.0,0.0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,,kinglo02,423,23.0,PF,1.0,0.0,29.0,21.3,0.744,0.615,0.077,8.3,8.0,8.1,12.2,1.7,0.0,13.0,23.8,0.1,0.0,0.1,0.157,3.3,-1.0,2.3,0.0,,kinglo02
424,Luguentz Dort,23.0,OKC,SF,74.0,73.0,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,3.3,13.7,,dortlu01,424,23.0,SF,74.0,73.0,2272.0,11.3,0.513,0.468,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,0.062,-2.0,-1.0,-3.0,-0.6,,dortlu01
425,Luka Dončić,23.0,DAL,PG,66.0,66.0,36.2,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,MVP-8CPOY-8ASNBA1,doncilu01,425,23.0,PG,66.0,66.0,2391.0,28.7,0.609,0.373,0.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,7.3,2.9,10.2,0.204,7.6,1.4,8.9,6.6,MVP-8CPOY-8ASNBA1,doncilu01
426,Luka Garza,24.0,MIN,C,28.0,0.0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,,garzalu01,426,24.0,C,28.0,0.0,243.0,23.0,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1,,garzalu01
427,Luka Šamanić,23.0,UTA,PF,7.0,4.0,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,,samanlu01,427,23.0,PF,7.0,4.0,161.0,11.0,0.55,0.544,0.228,0.0,19.9,10.1,13.0,1.8,1.1,13.8,18.9,0.0,0.2,0.2,0.045,-3.2,1.1,-2.1,0.0,,samanlu01
428,Luke Kennard,26.0,MEM,SG,24.0,3.0,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.7,1.4,0.471,0.743,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,,kennalu01,429,26.0,SG,24.0,3.0,590.0,16.0,0.758,0.801,0.111,1.6,11.8,6.7,12.1,1.0,0.2,8.2,13.7,1.7,0.6,2.3,0.189,3.0,-0.2,2.9,0.7,,kennalu01
429,Luke Kennard,26.0,LAC,SG,35.0,11.0,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,,kennalu01,428,26.0,SG,35.0,11.0,725.0,10.5,0.623,0.626,0.095,0.9,11.8,6.4,7.1,1.3,0.5,12.0,15.0,0.5,0.6,1.1,0.07,-1.4,0.0,-1.4,0.1,,kennalu01
430,Luke Kennard,26.0,2TM,SG,59.0,14.0,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,,kennalu01,430,26.0,SG,59.0,14.0,1315.0,13.0,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.124,0.6,-0.1,0.5,0.8,,kennalu01
431,Luke Kornet,27.0,BOS,C,69.0,0.0,11.7,1.6,2.5,0.665,0.0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,,kornelu01,431,27.0,C,69.0,0.0,804.0,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1.0,0.6,,kornelu01
432,Mac McClung,24.0,PHI,SG,2.0,0.0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,,mccluma01,432,24.0,SG,2.0,0.0,41.0,19.2,0.563,0.55,0.25,8.8,19.8,14.4,35.3,0.0,0.0,11.9,27.5,0.1,0.0,0.1,0.14,2.2,-1.7,0.5,0.0,,mccluma01
433,Malachi Flynn,24.0,TOR,PG,53.0,2.0,13.0,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,,flynnma01,433,24.0,PG,53.0,2.0,691.0,8.7,0.479,0.55,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0.0,0.5,0.5,0.034,-3.3,-0.8,-4.1,-0.4,,flynnma01
434,Malaki Branham,19.0,SAS,SG,66.0,32.0,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,,branhma01,434,19.0,SG,66.0,32.0,1550.0,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1.0,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,-3.0,-2.1,-5.2,-1.3,,branhma01
435,Malcolm Brogdon,30.0,BOS,PG,67.0,0.0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,6MOY-1,brogdma01,435,30.0,PG,67.0,0.0,1744.0,18.2,0.615,0.406,0.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,3.6,2.2,5.8,0.161,2.3,0.6,2.8,2.1,6MOY-1,brogdma01
436,Malcolm Hill,27.0,CHI,SF,5.0,0.0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1.0,0.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,,hillma01,436,27.0,SF,5.0,0.0,9.0,15.4,0.625,0.75,0.0,0.0,37.2,18.9,0.0,0.0,0.0,0.0,19.7,0.0,0.0,0.0,0.125,1.6,0.8,2.4,0.0,,hillma01
437,Malik Beasley,26.0,2TM,SG,81.0,27.0,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,,beaslma01,437,26.0,SG,81.0,27.0,2093.0,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.032,-0.9,-1.0,-2.0,0.0,,beaslma01
438,Malik Beasley,26.0,UTA,SG,55.0,13.0,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,,beaslma01,439,26.0,SG,55.0,13.0,1472.0,11.5,0.535,0.704,0.066,2.0,12.3,7.2,9.0,1.4,0.5,8.0,21.2,0.3,1.0,1.2,0.04,-0.4,-1.2,-1.6,0.2,,beaslma01
439,Malik Beasley,26.0,LAL,SG,26.0,14.0,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,,beaslma01,438,26.0,SG,26.0,14.0,621.0,9.7,0.521,0.698,0.078,1.4,13.0,7.4,7.0,1.6,0.1,9.8,20.9,-0.5,0.6,0.2,0.012,-2.3,-0.6,-2.9,-0.1,,beaslma01
440,Malik Monk,24.0,SAC,SG,77.0,0.0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,6MOY-5,monkma01,440,24.0,SG,77.0,0.0,1719.0,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25.0,1.4,1.0,14.1,25.8,2.1,1.2,3.2,0.091,1.6,-1.4,0.3,1.0,6MOY-5,monkma01
441,Mamadi Diakite,26.0,CLE,C,22.0,2.0,8.0,1.1,2.3,0.48,0.3,1.0,0.333,0.8,1.3,0.586,0.55,0.1,0.1,1.0,0.4,1.0,1.4,0.4,0.2,0.4,0.5,1.2,2.6,,diakima01,441,26.0,C,22.0,2.0,176.0,9.0,0.56,0.42,0.04,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,0.051,-4.9,1.6,-3.4,-0.1,,diakima01
442,MarJon Beauchamp,22.0,MIL,SF,52.0,11.0,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,,beaucma01,442,22.0,SF,52.0,11.0,701.0,8.2,0.513,0.584,0.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,,beaucma01
443,Marcus Morris,33.0,LAC,PF,65.0,65.0,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,,morrima03,443,33.0,PF,65.0,65.0,1825.0,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1.0,7.6,17.6,0.4,1.6,2.0,0.053,-1.8,-0.2,-1.9,0.0,,morrima03
444,Marcus Smart,28.0,BOS,PG,61.0,61.0,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,,smartma01,444,28.0,PG,61.0,61.0,1957.0,12.1,0.538,0.568,0.196,2.6,8.0,5.3,26.4,2.3,1.0,17.9,17.8,1.0,2.7,3.7,0.092,-1.8,0.8,-1.0,0.5,,smartma01
445,Mark Williams,21.0,CHO,C,43.0,17.0,19.3,3.7,5.8,0.637,0.0,0.0,,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,,willima07,445,21.0,C,43.0,17.0,828.0,19.8,0.659,0.0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12.0,17.0,1.5,1.3,2.8,0.163,-0.5,0.6,0.1,0.4,,willima07
446,Markelle Fultz,24.0,ORL,PG,60.0,60.0,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14.0,,fultzma01,446,24.0,PG,60.0,60.0,1778.0,16.6,0.564,0.128,0.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2.0,3.7,0.1,-0.1,0.7,0.5,1.2,,fultzma01
447,Markieff Morris,33.0,2TM,PF,35.0,2.0,10.1,1.3,3.3,0.409,0.8,2.0,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1.0,0.4,1.7,2.0,0.9,0.3,0.1,0.5,1.4,3.8,,morrima02,448,33.0,PF,35.0,2.0,355.0,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,0.059,-2.3,-0.4,-2.7,-0.1,,morrima02
448,Markieff Morris,33.0,BRK,PF,27.0,1.0,10.6,1.2,3.0,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1.0,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,,morrima02,449,33.0,PF,27.0,1.0,285.0,10.7,0.556,0.598,0.122,5.2,17.7,11.6,11.8,1.4,1.5,13.9,15.6,0.1,0.3,0.4,0.074,-1.8,-0.1,-1.9,0.0,,morrima02
449,Markieff Morris,33.0,DAL,PF,8.0,1.0,8.8,1.8,4.1,0.424,1.0,2.8,0.364,0.8,1.4,0.545,0.545,0.0,0.0,,0.0,1.5,1.5,0.8,0.1,0.0,0.5,1.9,4.5,,morrima02,447,33.0,PF,8.0,1.0,70.0,9.1,0.545,0.667,0.0,0.0,20.2,10.0,13.7,0.7,0.0,10.8,23.9,0.0,0.1,0.0,0.002,-4.4,-1.4,-5.8,-0.1,,morrima02
450,Marko Simonovic,23.0,CHI,C,7.0,0.0,2.9,0.3,1.0,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,,simonma01,450,23.0,C,7.0,0.0,20.0,-0.1,0.381,0.571,0.286,5.8,5.6,5.7,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,-0.052,-10.5,-3.8,-14.4,-0.1,,simonma01
451,Marvin Bagley III,23.0,DET,C,42.0,25.0,23.6,4.8,9.1,0.529,0.5,1.6,0.288,4.4,7.5,0.579,0.554,1.9,2.6,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9,12.0,,baglema01,451,23.0,C,42.0,25.0,990.0,17.2,0.587,0.173,0.283,10.2,20.2,15.1,5.9,0.9,2.7,9.7,20.4,1.3,0.7,2.0,0.095,0.3,-1.2,-0.9,0.3,,baglema01
452,Mason Plumlee,32.0,2TM,C,79.0,60.0,26.0,4.2,6.1,0.68,0.0,0.0,,4.2,6.1,0.68,0.68,2.5,4.0,0.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,2.7,10.8,,plumlma01,452,32.0,C,79.0,60.0,2054.0,19.6,0.689,0.0,0.647,11.8,25.1,18.4,17.3,1.1,2.0,15.8,15.2,5.5,2.4,7.9,0.185,1.2,1.0,2.2,2.2,,plumlma01
453,Mason Plumlee,32.0,CHO,C,56.0,56.0,28.5,4.7,7.1,0.669,0.0,0.0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,,plumlma01,453,32.0,C,56.0,56.0,1597.0,20.0,0.673,0.0,0.646,12.2,24.1,18.1,18.7,1.0,1.9,14.6,15.7,4.3,1.8,6.1,0.183,1.5,0.9,2.4,1.8,,plumlma01
454,Mason Plumlee,32.0,LAC,C,23.0,4.0,19.9,2.8,3.8,0.727,0.0,0.0,,2.8,3.8,0.727,0.727,1.9,2.5,0.772,1.8,5.1,6.9,1.7,0.5,0.5,1.3,2.4,7.5,,plumlma01,454,32.0,C,23.0,4.0,457.0,18.2,0.761,0.0,0.648,10.4,28.4,19.5,12.3,1.2,2.3,21.0,13.7,1.2,0.6,1.8,0.19,0.1,1.2,1.4,0.4,,plumlma01
455,Matisse Thybulle,25.0,2TM,SF,71.0,28.0,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,,thybuma01,457,25.0,SF,71.0,28.0,1200.0,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4,,thybuma01
456,Matisse Thybulle,25.0,PHI,SF,49.0,6.0,12.1,1.0,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7,,thybuma01,455,25.0,SF,49.0,6.0,591.0,10.0,0.536,0.543,0.103,4.1,8.5,6.3,5.1,3.8,2.2,6.2,9.8,0.3,0.9,1.3,0.102,-3.2,3.3,0.1,0.3,,thybuma01
457,Matisse Thybulle,25.0,POR,SG,22.0,22.0,27.7,2.7,6.2,0.438,1.5,3.9,0.388,1.2,2.4,0.519,0.558,0.5,0.7,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4,,thybuma01,456,25.0,SG,22.0,22.0,609.0,11.0,0.566,0.62,0.117,3.7,10.8,7.3,6.6,3.0,2.6,10.0,11.4,0.3,0.6,0.9,0.07,-2.2,1.1,-1.2,0.1,,thybuma01
458,Matt Ryan,25.0,2TM,SF,34.0,0.0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0.0,0.2,0.8,3.6,,ryanma01,460,25.0,SF,34.0,0.0,310.0,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1,,ryanma01
459,Matt Ryan,25.0,MIN,SF,22.0,0.0,8.2,1.1,2.7,0.424,0.9,2.2,0.388,0.3,0.5,0.6,0.585,0.3,0.3,0.857,0.1,0.5,0.5,0.5,0.1,0.0,0.2,0.6,3.4,,ryanma01,458,25.0,SF,22.0,0.0,181.0,10.6,0.604,0.831,0.119,1.3,6.1,3.7,8.9,0.8,0.5,6.1,15.6,0.2,0.1,0.3,0.084,-0.2,-1.6,-1.7,0.0,,ryanma01
460,Matt Ryan,25.0,LAL,SF,12.0,0.0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,,ryanma01,459,25.0,SF,12.0,0.0,129.0,4.6,0.459,0.714,0.102,1.7,9.6,5.8,4.0,0.7,0.0,5.5,17.7,-0.1,0.1,0.0,-0.014,-4.3,-1.4,-5.7,-0.1,,ryanma01
461,Matthew Dellavedova,32.0,SAC,PG,32.0,0.0,6.7,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.43,0.1,0.2,0.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,0.6,1.5,,dellama01,461,32.0,PG,32.0,0.0,213.0,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0.0,15.9,12.7,0.0,0.1,0.1,0.021,-4.4,-0.8,-5.2,-0.2,,dellama01
