Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,A.J. Green,23.0,MIL,SG,35.0,1.0,345.0,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,,greenaj01
2,A.J. Lawson,22.0,2TM,SG,15.0,0.0,108.0,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,,lawsoaj01
3,A.J. Lawson,22.0,DAL,SG,14.0,0.0,106.0,13.5,0.58,0.581,0.186,6.5,15.5,11.0,3.0,0.9,0.0,6.1,21.1,0.1,0.1,0.1,0.057,-1.5,-3.1,-4.6,-0.1,,lawsoaj01
4,A.J. Lawson,22.0,MIN,SG,1.0,0.0,2.0,34.4,1.0,0.0,0.0,0.0,54.9,27.9,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.377,-2.3,7.5,5.2,0.0,,lawsoaj01
5,AJ Griffin,19.0,ATL,SF,72.0,12.0,1401.0,12.6,0.577,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,,griffaj01
6,Aaron Gordon,27.0,DEN,PF,68.0,68.0,2055.0,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,,gordoaa01
7,Aaron Holiday,26.0,ATL,PG,63.0,6.0,845.0,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,,holidaa01
8,Aaron Nesmith,23.0,IND,SF,73.0,60.0,1816.0,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4,,nesmiaa01
9,Aaron Wiggins,24.0,OKC,SG,70.0,14.0,1297.0,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,,wiggiaa01
10,Admiral Schofield,25.0,ORL,PF,37.0,0.0,451.0,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,,schofad01
11,Al Horford,36.0,BOS,C,63.0,63.0,1922.0,13.8,0.631,0.678,0.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,3.6,2.7,6.3,0.157,1.6,1.7,3.3,2.5,,horfoal01
12,Alec Burks,31.0,DET,SG,51.0,8.0,1122.0,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,1.9,0.6,2.5,0.109,1.8,-0.5,1.2,0.9,,burksal01
13,Aleksej Pokusevski,21.0,OKC,PF,34.0,25.0,701.0,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,0.0,1.0,1.0,0.066,-1.0,1.0,0.0,0.3,,pokusal01
14,Alex Caruso,28.0,CHI,PG,67.0,36.0,1575.0,11.5,0.588,0.528,0.255,3.1,10.9,7.1,15.4,3.0,2.8,19.5,11.1,1.0,2.6,3.6,0.109,-2.2,3.3,1.1,1.2,DPOY-11,carusal01
15,Alex Len,29.0,SAC,C,26.0,2.0,161.0,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,0.9,-4.0,-0.1,,lenal01
16,Alize Johnson,26.0,SAS,PF,4.0,0.0,30.0,4.3,0.509,0.333,0.333,7.0,30.3,18.2,4.2,1.6,0.0,36.8,15.0,-0.1,0.0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1,,johnsal02
17,Alondes Williams,23.0,BRK,SG,1.0,0.0,5.0,-20.9,,,,0.0,22.0,11.2,0.0,0.0,0.0,100.0,17.7,-0.1,0.0,-0.1,-0.517,-21.3,-5.2,-26.5,0.0,,willial06
18,Alperen Sengun,20.0,HOU,C,75.0,72.0,2171.0,19.7,0.599,0.071,0.36,12.1,22.3,17.1,21.0,1.6,3.2,17.3,21.4,3.4,1.8,5.2,0.115,1.1,0.4,1.4,1.9,,sengual01
19,Amir Coffey,25.0,LAC,SF,50.0,9.0,625.0,7.0,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,0.1,0.3,0.4,0.033,-4.3,-0.7,-5.0,-0.5,,coffeam01
20,Andre Drummond,29.0,CHI,C,67.0,0.0,849.0,20.8,0.606,0.011,0.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21.0,0.8,2.0,2.8,0.159,-1.2,0.5,-0.8,0.3,,drumman01
21,Andre Iguodala,39.0,GSW,PF,8.0,0.0,113.0,7.3,0.521,0.6,0.2,3.0,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0.0,0.1,0.1,0.044,-4.3,1.7,-2.5,0.0,,iguodan01
22,Andrew Nembhard,23.0,IND,SG,75.0,63.0,2073.0,10.0,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6,,nembhan01
23,Andrew Wiggins,27.0,GSW,SF,37.0,37.0,1190.0,14.7,0.564,0.425,0.136,5.7,11.3,8.6,10.5,1.8,2.1,7.9,21.5,1.0,1.3,2.3,0.091,-0.1,-0.4,-0.5,0.5,,wiggian01
24,Anfernee Simons,23.0,POR,SG,62.0,62.0,2171.0,14.8,0.581,0.538,0.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5,,simonan01
25,Anthony Davis,29.0,LAL,C,56.0,54.0,1904.0,27.8,0.627,0.077,0.462,11.3,27.6,19.7,13.0,1.5,5.1,9.5,28.4,5.5,3.4,9.0,0.226,4.6,1.7,6.3,4.0,,davisan02
26,Anthony Edwards,21.0,MIN,SG,79.0,79.0,2842.0,17.4,0.564,0.375,0.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,0.2,3.6,3.8,0.064,1.0,0.0,1.0,2.1,AS,edwaran01
27,Anthony Gill,30.0,WAS,PF,59.0,8.0,624.0,11.1,0.604,0.22,0.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1.0,0.4,1.3,0.101,-2.4,-0.9,-3.3,-0.2,,gillan01
28,Anthony Lamb,25.0,GSW,SF,62.0,4.0,1195.0,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3,,lamban01
29,Austin Reaves,24.0,LAL,SG,64.0,22.0,1843.0,14.9,0.687,0.441,0.541,2.0,9.0,5.6,15.7,0.8,0.9,14.0,16.2,4.1,1.4,5.4,0.142,0.6,0.1,0.7,1.2,6MOY-7,reaveau01
30,Austin Rivers,30.0,MIN,SG,52.0,10.0,1016.0,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,,riverau01
31,Ayo Dosunmu,23.0,CHI,SG,80.0,51.0,2098.0,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,0.067,-3.0,0.6,-2.5,-0.2,,dosunay01
32,Bam Adebayo,25.0,MIA,C,75.0,75.0,2598.0,20.1,0.592,0.011,0.361,8.0,23.6,15.5,15.9,1.7,2.4,12.7,25.2,3.6,3.8,7.4,0.137,0.8,0.8,1.5,2.3,DPOY-5AS,adebaba01
33,Ben Simmons,26.0,BRK,PG,42.0,33.0,1105.0,13.4,0.559,0.009,0.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,0.5,1.7,2.2,0.097,-2.2,2.6,0.4,0.7,,simmobe01
34,Bennedict Mathurin,20.0,IND,SG,78.0,17.0,2222.0,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,ROY-46MOY-8,mathube01
35,Bismack Biyombo,30.0,PHO,C,61.0,14.0,874.0,14.4,0.555,0.0,0.34,11.0,22.1,16.5,8.7,1.0,9.0,17.7,14.0,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2,,biyombi01
36,Blake Griffin,33.0,BOS,C,41.0,16.0,569.0,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,0.153,-1.4,1.5,0.1,0.3,,griffbl01
37,Blake Wesley,19.0,SAS,SG,37.0,1.0,669.0,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,,weslebl01
38,Boban Marjanović,34.0,HOU,C,31.0,0.0,171.0,23.4,0.71,0.017,0.45,12.7,26.0,19.3,8.7,1.4,1.1,16.3,20.8,0.4,0.1,0.6,0.158,3.0,-1.5,1.6,0.2,,marjabo01
39,Bobby Portis,27.0,MIL,PF,70.0,22.0,1818.0,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,1.2,-0.6,0.7,1.2,6MOY-3,portibo01
40,Bogdan Bogdanović,30.0,ATL,SG,54.0,9.0,1508.0,14.2,0.586,0.589,0.126,1.6,10.4,6.0,13.4,1.4,1.0,9.2,19.8,1.8,1.0,2.8,0.088,1.1,-0.7,0.5,0.9,,bogdabo01
41,Bojan Bogdanović,33.0,DET,PF,59.0,59.0,1893.0,17.4,0.627,0.4,0.344,2.0,11.3,6.5,13.6,0.9,0.4,11.7,25.9,3.1,0.4,3.5,0.09,2.6,-1.8,0.8,1.4,,bogdabo02
42,Bol Bol,23.0,ORL,PF,70.0,33.0,1505.0,14.4,0.603,0.236,0.226,5.2,25.3,15.2,6.9,1.0,5.5,17.6,18.2,0.0,2.2,2.3,0.072,-1.8,0.9,-0.9,0.4,,bolbo01
43,Bones Hyland,22.0,DEN,PG,42.0,1.0,820.0,14.5,0.54,0.555,0.189,1.4,10.4,6.0,22.0,1.7,1.4,12.5,28.5,0.1,0.8,0.9,0.051,0.6,-1.4,-0.8,0.3,,hylanbo01
44,Bones Hyland,22.0,LAC,PG,14.0,0.0,265.0,16.4,0.518,0.54,0.146,4.3,16.3,10.4,27.6,2.0,0.7,9.3,26.5,0.2,0.3,0.5,0.094,-0.2,-0.7,-0.9,0.1,,hylanbo01
45,Bones Hyland,22.0,2TM,PG,56.0,1.0,1085.0,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28.0,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3,,hylanbo01
46,Bradley Beal,29.0,WAS,SG,50.0,50.0,1673.0,19.7,0.593,0.249,0.26,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,2.2,1.2,3.4,0.099,2.9,-1.2,1.8,1.6,,bealbr01
47,Brandon Boston Jr.,21.0,LAC,SF,22.0,1.0,248.0,13.4,0.515,0.238,0.311,3.2,10.3,6.8,12.5,1.8,0.0,8.0,26.5,0.0,0.2,0.2,0.04,-1.5,-0.7,-2.2,0.0,,bostobr01
48,Brandon Clarke,26.0,MEM,PF,56.0,8.0,1090.0,20.0,0.682,0.017,0.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.199,0.8,1.8,2.5,1.3,,clarkbr01
49,Brandon Ingram,25.0,NOP,SF,45.0,45.0,1538.0,19.2,0.582,0.196,0.326,1.7,16.4,9.1,28.1,1.0,1.2,13.4,30.8,1.8,1.7,3.5,0.108,2.2,-0.4,1.7,1.5,,ingrabr01
50,Braxton Key,25.0,DET,SF,3.0,0.0,9.0,18.6,1.064,0.0,2.0,0.0,12.7,6.2,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.242,2.1,0.8,2.9,0.0,,keybr01
51,Brook Lopez,34.0,MIL,C,78.0,78.0,2373.0,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,DPOY-2,lopezbr01
52,Bruce Brown,26.0,DEN,SF,80.0,31.0,2280.0,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,,brownbr01
53,Bruno Fernando,24.0,2TM,C,39.0,4.0,405.0,16.6,0.571,0.036,0.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,0.5,0.4,0.9,0.109,-2.8,0.7,-2.0,0.0,,fernabr01
54,Bruno Fernando,24.0,HOU,C,31.0,4.0,364.0,16.1,0.561,0.011,0.473,14.3,22.6,18.4,11.6,0.8,8.3,15.1,15.1,0.5,0.4,0.8,0.111,-2.8,1.1,-1.7,0.0,,fernabr01
55,Bruno Fernando,24.0,ATL,C,8.0,0.0,41.0,20.1,0.624,0.158,0.316,15.8,24.3,20.0,3.7,0.0,6.2,18.8,27.3,0.0,0.0,0.1,0.086,-2.6,-2.4,-5.0,0.0,,fernabr01
56,Bryce McGowens,20.0,CHO,SG,46.0,7.0,787.0,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,0.005,-4.6,-1.4,-6.0,-0.8,,mcgowbr01
57,Bryn Forbes,29.0,MIN,SG,25.0,0.0,268.0,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0.0,0.0,-4.8,-1.5,-6.3,-0.3,,forbebr01
58,Buddy Boeheim,23.0,DET,SF,10.0,0.0,90.0,0.5,0.287,0.926,0.074,2.4,5.1,3.7,5.8,1.1,0.0,0.0,13.2,-0.2,0.0,-0.2,-0.091,-7.5,-2.0,-9.5,-0.2,,boehebu01
59,Buddy Hield,30.0,IND,SF,80.0,73.0,2482.0,15.4,0.614,0.652,0.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,0.085,2.5,-0.6,1.9,2.4,,hieldbu01
60,CJ McCollum,31.0,NOP,PG,75.0,75.0,2649.0,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,,mccolcj01
61,Cade Cunningham,21.0,DET,PG,12.0,12.0,400.0,14.0,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30.0,-0.4,0.2,-0.1,-0.018,-0.1,-0.6,-0.7,0.1,,cunnica01
62,Caleb Houstan,20.0,ORL,SF,51.0,4.0,812.0,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,0.039,-3.1,-0.9,-4.0,-0.4,,houstca01
63,Caleb Martin,27.0,MIA,SF,71.0,49.0,2077.0,11.4,0.571,0.431,0.206,4.8,15.0,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.086,-1.8,0.5,-1.2,0.4,,martica02
64,Cam Reddish,23.0,2TM,SF,40.0,20.0,990.0,10.6,0.561,0.462,0.24,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,,reddica01
65,Cam Reddish,23.0,POR,SF,20.0,12.0,552.0,10.6,0.563,0.5,0.239,2.3,9.6,5.9,9.6,2.1,1.0,14.1,17.8,0.0,0.3,0.3,0.025,-3.0,-1.4,-4.3,-0.3,,reddica01
66,Cam Reddish,23.0,NYK,SF,20.0,8.0,438.0,10.6,0.558,0.412,0.243,1.7,6.0,3.9,6.3,1.7,1.7,9.1,16.2,0.3,0.4,0.7,0.071,-2.2,0.0,-2.3,0.0,,reddica01
67,Cam Thomas,21.0,BRK,SG,57.0,4.0,948.0,14.7,0.567,0.292,0.382,1.0,10.1,5.6,12.7,1.0,0.6,10.6,27.8,0.3,0.7,1.0,0.049,-0.7,-2.0,-2.7,-0.2,,thomaca02
68,Cameron Johnson,26.0,BRK,PF,25.0,25.0,770.0,16.9,0.61,0.518,0.289,3.0,14.3,8.8,10.0,2.2,0.9,7.4,21.1,1.2,0.9,2.1,0.131,1.4,0.6,2.0,0.8,,johnsca02
69,Cameron Johnson,26.0,PHO,PF,17.0,16.0,429.0,17.4,0.629,0.572,0.191,3.5,13.4,8.4,8.9,1.7,1.3,5.1,19.6,0.9,0.5,1.4,0.161,3.2,0.6,3.8,0.6,,johnsca02
70,Cameron Johnson,26.0,2TM,PF,42.0,41.0,1199.0,17.1,0.617,0.538,0.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,2.1,1.4,3.5,0.142,2.0,0.6,2.6,1.4,,johnsca02
71,Cameron Payne,28.0,PHO,PG,48.0,15.0,968.0,13.2,0.512,0.408,0.141,1.3,11.0,6.1,32.6,1.7,0.7,14.4,24.8,0.0,1.0,1.1,0.053,-0.5,-0.7,-1.2,0.2,,payneca01
72,Caris LeVert,28.0,CLE,SG,74.0,30.0,2237.0,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,,leverca01
73,Carlik Jones,25.0,CHI,PG,7.0,0.0,56.0,11.1,0.54,0.4,0.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,0.0,0.1,0.1,0.078,-2.8,0.4,-2.5,0.0,,jonesca03
74,Cedi Osman,27.0,CLE,SF,77.0,2.0,1548.0,12.0,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.103,-0.8,0.2,-0.7,0.5,,osmande01
75,Chance Comanche,26.0,POR,C,1.0,0.0,21.0,12.2,0.518,0.0,0.8,10.9,5.5,8.2,0.0,0.0,4.2,0.0,14.0,0.0,0.0,0.0,0.043,-2.6,-4.9,-7.5,0.0,,comanch01
76,Charles Bassey,22.0,SAS,C,35.0,2.0,508.0,18.8,0.658,0.059,0.274,15.5,26.4,20.7,12.9,1.5,5.4,21.3,15.6,0.7,0.6,1.3,0.122,-0.6,1.3,0.7,0.3,,bassech01
77,Chima Moneke,27.0,SAC,SF,2.0,0.0,8.0,-3.5,0.347,0.0,1.0,28.8,0.0,14.3,16.1,0.0,0.0,41.0,26.2,0.0,0.0,0.0,-0.288,-12.7,-8.0,-20.7,0.0,,monekch01
78,Chimezie Metu,25.0,SAC,PF,66.0,0.0,689.0,17.3,0.639,0.174,0.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,1.2,0.8,2.1,0.143,-0.3,0.2,-0.1,0.3,,metuch01
79,Chris Boucher,30.0,TOR,PF,76.0,0.0,1523.0,18.0,0.59,0.357,0.318,10.9,21.2,15.7,2.7,1.5,4.1,6.4,18.0,3.0,2.0,5.0,0.156,0.7,-0.8,-0.1,0.7,,bouchch01
80,Chris Duarte,25.0,IND,SF,46.0,12.0,897.0,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,-0.5,0.4,0.0,-0.003,-2.9,-1.6,-4.5,-0.6,,duartch01
81,Chris Paul,37.0,PHO,PG,59.0,59.0,1889.0,17.7,0.555,0.391,0.24,1.6,13.4,7.4,38.7,2.4,1.0,13.4,19.2,3.7,2.5,6.2,0.156,2.0,1.2,3.2,2.5,,paulch01
82,Chris Silva,26.0,DAL,PF,1.0,0.0,3.0,-2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.1,0.0,0.0,0.0,-0.26,-22.5,-0.1,-22.6,0.0,,silvach01
83,Christian Braun,21.0,DEN,SG,76.0,6.0,1181.0,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,,braunch01
84,Christian Koloko,22.0,TOR,C,58.0,19.0,802.0,11.4,0.517,0.08,0.393,11.1,13.3,12.1,5.0,1.3,6.9,10.2,10.4,0.7,1.0,1.7,0.104,-4.3,0.8,-3.5,-0.3,,kolokch01
85,Christian Wood,27.0,DAL,C,67.0,17.0,1738.0,20.6,0.624,0.363,0.365,5.8,27.4,16.4,11.7,0.9,3.7,11.9,26.4,2.7,2.1,4.8,0.132,1.9,-0.3,1.7,1.6,6MOY-9,woodch01
86,Chuma Okeke,24.0,ORL,SF,27.0,8.0,518.0,9.1,0.488,0.705,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0.0,0.6,0.7,0.061,-2.4,0.8,-1.6,0.1,,okekech01
87,Clint Capela,28.0,ATL,C,65.0,63.0,1730.0,22.1,0.656,0.002,0.244,16.1,29.4,22.7,4.7,1.2,3.9,8.3,15.7,4.9,2.4,7.2,0.201,2.3,-0.1,2.2,1.8,,capelca01
88,Coby White,22.0,CHI,SG,74.0,2.0,1730.0,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5,,whiteco01
89,Cody Martin,27.0,CHO,SF,7.0,0.0,134.0,8.7,0.448,0.389,0.194,6.2,13.0,9.5,11.0,1.4,0.6,4.9,12.9,0.0,0.1,0.1,0.045,-3.8,-0.8,-4.6,-0.1,,martico01
90,Cody Zeller,30.0,MIA,C,15.0,2.0,217.0,16.4,0.659,0.034,0.593,13.0,21.8,17.3,7.2,0.7,1.9,15.8,18.1,0.4,0.3,0.7,0.147,-2.0,-0.7,-2.8,0.0,,zelleco01
91,Cole Anthony,22.0,ORL,PG,60.0,4.0,1552.0,16.0,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,0.116,0.7,0.5,1.3,1.3,,anthoco01
92,Cole Swider,23.0,LAL,SF,7.0,0.0,41.0,7.4,0.5,0.889,0.0,2.7,15.2,9.1,12.0,0.0,0.0,0.0,9.3,0.0,0.0,0.1,0.08,-2.9,-0.5,-3.4,0.0,,swideco01
93,Collin Sexton,24.0,UTA,PG,48.0,15.0,1145.0,15.9,0.616,0.261,0.425,3.5,6.3,5.0,17.9,1.1,0.4,13.3,23.4,2.0,0.5,2.5,0.105,0.1,-1.5,-1.3,0.2,,sextoco01
94,Corey Kispert,23.0,WAS,SF,74.0,45.0,2093.0,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2,,kispeco01
95,Cory Joseph,31.0,DET,PG,62.0,2.0,1227.0,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.07,-0.7,-0.8,-1.5,0.2,,josepco01
96,D'Angelo Russell,26.0,LAL,PG,17.0,17.0,526.0,17.1,0.61,0.502,0.222,1.5,8.5,5.1,28.8,0.9,1.3,13.9,22.6,0.9,0.4,1.3,0.118,3.1,-0.7,2.4,0.6,,russeda01
97,D'Angelo Russell,26.0,2TM,PG,71.0,71.0,2304.0,16.3,0.605,0.517,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2.0,,russeda01
98,D'Angelo Russell,26.0,MIN,PG,54.0,54.0,1778.0,16.1,0.604,0.521,0.23,1.8,8.5,5.2,27.0,1.6,1.0,15.5,22.8,2.3,1.5,3.8,0.103,1.9,-0.7,1.2,1.4,,russeda01
99,Daishen Nix,20.0,HOU,PG,57.0,7.0,914.0,5.3,0.447,0.591,0.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,-1.5,0.3,-1.2,-0.062,-5.0,-1.5,-6.5,-1.0,,nixda01
100,Dalano Banton,23.0,TOR,PG,31.0,2.0,279.0,14.9,0.505,0.392,0.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,0.0,0.4,0.4,0.064,-1.1,0.6,-0.5,0.1,,bantoda01
101,Dalen Terry,20.0,CHI,SG,38.0,0.0,214.0,14.1,0.523,0.375,0.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0.0,0.1,,terryda01
102,Damian Jones,27.0,UTA,C,19.0,0.0,301.0,12.4,0.821,0.286,0.184,8.7,15.2,12.0,4.8,0.8,2.5,20.9,9.3,0.5,0.2,0.8,0.12,-1.7,0.2,-1.5,0.0,,jonesda03
103,Damian Jones,27.0,LAL,C,22.0,1.0,176.0,13.8,0.6,0.081,0.541,11.3,21.8,16.7,2.9,0.8,5.8,16.4,13.2,0.2,0.3,0.4,0.117,-2.6,0.7,-2.0,0.0,,jonesda03
104,Damian Jones,27.0,2TM,C,41.0,1.0,477.0,12.9,0.719,0.198,0.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,0.7,0.5,1.2,0.119,-2.0,0.3,-1.7,0.0,,jonesda03
105,Damian Lillard,32.0,POR,PG,58.0,58.0,2107.0,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,0.205,8.3,-1.2,7.1,4.9,CPOY-10ASNBA3,lillada01
106,Damion Lee,30.0,PHO,SG,74.0,5.0,1506.0,10.7,0.607,0.546,0.23,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1,,leeda03
107,Daniel Gafford,24.0,WAS,C,78.0,47.0,1604.0,19.7,0.739,0.0,0.473,11.7,18.0,15.0,7.5,1.0,5.2,15.1,15.2,4.2,1.9,6.1,0.184,0.4,0.6,1.0,1.2,,gaffoda01
108,Daniel Theis,30.0,IND,C,7.0,1.0,109.0,14.2,0.497,0.25,0.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,0.0,0.1,0.1,0.046,-0.9,-0.5,-1.4,0.0,,theisda01
109,Danny Green,35.0,CLE,SG,8.0,0.0,95.0,15.8,0.676,0.763,0.026,2.5,9.9,6.2,6.4,2.6,2.9,15.4,21.4,0.1,0.2,0.2,0.114,0.5,0.7,1.2,0.1,,greenda02
110,Danny Green,35.0,MEM,SG,3.0,0.0,43.0,-0.2,0.409,0.727,0.0,2.5,7.4,4.9,5.6,1.1,0.0,21.4,13.5,-0.1,0.0,-0.1,-0.061,-7.9,-0.9,-8.8,-0.1,,greenda02
111,Danny Green,35.0,2TM,SG,11.0,0.0,138.0,10.8,0.617,0.755,0.02,2.5,9.1,5.8,6.1,2.2,2.0,16.8,18.9,0.0,0.2,0.2,0.059,-2.1,0.2,-1.9,0.0,,greenda02
112,Danuel House Jr.,29.0,PHI,SF,56.0,5.0,807.0,9.4,0.6,0.558,0.305,1.3,12.2,6.9,7.5,0.9,1.0,10.4,13.8,0.6,0.7,1.3,0.075,-2.5,-0.5,-3.0,-0.2,,houseda01
